OID_;X;Y;Shape_Length;Shape_Area;Construction_min;Construction_max;Demolition_min;Demolition_max;Address;Cause;Source;Comments;Is_demolished;Fire
188;270369,3608;7042079,644;38,1652257;91,05799236;1841;1851;1951;1989;Nedre Enkeltskillingsveita 3;;;;TRUE;0
187;270354,2366;7042080,414;50,25464751;156,7192156;1841;1845;1980;1981;Nedre Enkeltskillingsveita 4;;;;TRUE;0
154;270499,004;7042030,173;137,1226385;1069,161166;1842;1845;2002;2002;Nordre gate 11;;;FIRE 2002;TRUE;1
199;270455,049;7041992,822;84,14827407;456,1724929;1841;1851;1892;1901;Nordre gate 12;;;two construction + demolition since then;TRUE;0
195;270452,196;7042035,72;72,83357792;169,0379546;1841;1851;;;Nordre gate 14;;;not demolished ?;FALSE;0
196;270451,8722;7042026,054;66,16429487;221,2279993;1841;1851;1957;1964;Nordre gate 14;;;TWO CYCLES ?? check;TRUE;0
197;270452,3945;7042014,68;86,04817765;225,164196;1841;1851;1957;1964;Nordre gate 14;;;TWO CYCLES ?? check;TRUE;0
194;270452,4827;7042043,588;55,96857006;157,0635868;1841;1845;;;Nordre gate 16;;;not demolished??;FALSE;0
233;270488,9099;7042139,824;68,4357678;275,8196017;1841;1851;1951;1975;Nordre gate 17;;;;TRUE;0
205;270452,5505;7042065,528;61,04381265;236,2010241;1841;1851;1963;1964;Nordre gate 18;;;;TRUE;0
226;270497,2076;7042167,323;177,0314866;643,5330062;1841;1851;1950;1975;Nordre gate 19;;;;TRUE;0
136;270452,9603;7042076,888;54,30461676;163,5809444;1841;1845;1975;1975;Nordre gate 20;;;;TRUE;0
214;270457,1582;7042160,823;49,99006264;143,7512361;1841;1851;;1937;Nordre gate 22;;;;TRUE;0
215;270457,4356;7042181,713;80,42792436;225,1515567;1841;1851;;1935;Nordre gate 24;;;;TRUE;0
9;270747,8047;7042035,984;226,6608169;532,9754385;1841;1851;;1910;Olav Tryggvasons gate 1;;;;TRUE;0
329;270760,9759;7042064,696;87,01815297;499,7587276;1841;1851;;1910;Olav Tryggvasons gate 1;;;;TRUE;0
326;270656,5432;7042092,372;56,15070728;195,169424;1841;1851;1937;1957;Olav Tryggvasons gate 11;;;;TRUE;0
78;270639,6364;7042135,421;95,43289766;589,0724797;1841;1845;2003;2003;Olav Tryggvasons gate 12;fire;;;TRUE;1
68;270591,0789;7042135,115;103,2785621;580,2070697;1841;1851;;1897;Olav Tryggvasons gate 14;;;;TRUE;0
73;270593,8152;7042096,075;73,04693625;304,9918051;1841;1851;;1898;Olav Tryggvasons gate 15;;;;TRUE;0
238;270565,6963;7042136,654;86,40422938;469,4131175;1841;1851;;1915;Olav Tryggvasons gate 16;;;;TRUE;0
237;270545,1042;7042137,073;79,2453899;221,6658604;1841;1851;;;Olav Tryggvasons gate 18;;;;FALSE;0
258;270549,3897;7042095,262;67,75282161;274,7670438;1841;1851;;1915;Olav Tryggvasons gate 19;;;antikvarisk says 1841;TRUE;0
1;270725,2548;7042132,398;188,4866324;730,0944897;1841;1851;;1908;Olav Tryggvasons gate 2;;;test;TRUE;0
236;270529,2276;7042137,98;81,80844344;411,6506024;1841;1851;;1900;Olav Tryggvasons gate 20;;;;TRUE;0
69;270533,5321;7042083,542;122,2527972;751,0281854;1841;1851;;1891;Olav Tryggvasons gate 21;;;Two cycles;TRUE;0
235;270512,6626;7042138,219;74,26880738;328,7911709;1841;1851;;1898;Olav Tryggvasons gate 22;;;;TRUE;0
234;270500,5104;7042137,701;80,21110698;178,4695484;1841;1851;1951;1981;Olav Tryggvasons gate 24;;;;TRUE;0
138;270506,8427;7042096,854;76,93680293;359,6724242;1841;1851;;1898;Olav Tryggvasons gate 25;;;;TRUE;0
213;270442,662;7042145,449;204,8235343;951,0606871;1841;1851;;1940;Olav Tryggvasons gate 26;;;;TRUE;0
256;270490,5518;7042101,177;52,63777471;179,6400053;1841;1851;;1898;Olav Tryggvasons gate 27;;;;TRUE;0
212;270412,5808;7042138,728;96,35722178;577,7562153;1841;1851;1964;1971;Olav Tryggvasons gate 28;;;;TRUE;0
3;270734,9684;7042074,087;110,6978967;622,1132296;1841;1845;;1975;Olav Tryggvasons gate 3;fire;;;TRUE;1
29;270376,6156;7042140,924;149,3423175;492,8182666;1841;1851;1971;1977;Olav Tryggvasons gate 30;;;;TRUE;0
28;270360,2966;7042142,66;96,88709149;195,1432848;1841;1851;1971;1977;Olav Tryggvasons gate 32;;;;TRUE;0
200;270411,7671;7042094,462;102,5780122;659,7657982;1841;1851;;1930;Olav Tryggvasons gate 33;;;;TRUE;0
203;270432,3633;7042092,076;99,68102651;578,1159548;1841;1851;;1890;Olav Tryggvasons gate 33;;;;TRUE;0
210;270351,6482;7042141,776;71,884862;251,9871834;1841;1851;1896;1896;Olav Tryggvasons gate 34;;antikvarisk;;TRUE;0
186;270376,8941;7042096,411;96,08410199;595,4049487;1841;1845;1982;1984;Olav Tryggvasons gate 35;;;;TRUE;0
209;270342,1158;7042140,481;66,25418983;220,8649255;1841;1851;;1897;Olav Tryggvasons gate 36;;;;TRUE;0
143;270347,2219;7042093,644;169,8426289;517,2405047;1841;1845;1980;1981;Olav Tryggvasons gate 37;;;demolished at some point;TRUE;0
207;270332,5537;7042137,944;76,85036059;159,5926866;1841;1851;1896;1896;Olav Tryggvasons gate 38;;;;TRUE;0
185;270330,1422;7042105,057;42,75636438;94,55742221;1841;1851;1980;1981;Olav Tryggvasons gate 39;;;;TRUE;0
50;270708,0264;7042129,761;76,95466001;309,8804606;1841;1851;;1908;Olav Tryggvasons gate 4;;;;TRUE;0
206;270314,8874;7042139,206;128,0512637;374,0233673;1841;1851;1896;1896;Olav Tryggvasons gate 40;fire;;;TRUE;0
183;270319,0017;7042093,991;147,3435515;510,8988532;1841;1851;1980;1981;Olav Tryggvasons gate 41;;;;TRUE;0
317;270697,4307;7042087,696;92,79377295;537,7221978;1841;1851;1937;1957;Olav Tryggvasons gate 5;;;;TRUE;0
328;270679,1541;7042091,769;61,62902;230,626555;1841;1851;1937;1957;Olav Tryggvasons gate 7;;;;TRUE;0
327;270667,0591;7042091,851;56,63765048;179,4107936;1841;1851;1937;1957;Olav Tryggvasons gate 9;;;;TRUE;0
216;270445,2041;7042179,643;81,88868111;327,727598;1841;1851;;1940;Ørjaveita 1;;;;TRUE;0
217;270431,8693;7042183,919;82,34954095;183,8167418;1841;1851;;1940;Ørjaveita 3;;;;TRUE;0
218;270422,1373;7042181,457;71,17482862;140,1818493;1841;1851;;1940;Ørjaveita 5;;;;TRUE;0
219;270413,0387;7042180,321;59,65375392;176,8497851;1841;1851;1964;1971;Ørjaveita 7;;;;TRUE;0
273;270587,8258;7041981,045;112,0267567;549,2427372;1841;1851;1951;1959;Søndre gate 12;;;;TRUE;0
303;270626,1059;7041970,177;63,14818384;237,72633;1841;1845;1914;1914;Søndre gate 13;;;two cycles since then;TRUE;0
276;270594,6743;7042017,074;64,91561053;240,9522875;1841;1851;;1937;Søndre gate 14;;;;TRUE;0
278;270587,4289;7042030,38;117,5962673;384,3697489;1841;1851;;1937;Søndre gate 14;;;;TRUE;0
302;270640,2074;7041988,376;150,5330492;1348,295675;1841;1845;;1906;Søndre gate 15;;;two cycles since then;TRUE;0
305;270634,2954;7042010,928;82,39083782;353,0861331;1841;1845;;1916;Søndre gate 15;;;two cycles since then;TRUE;0
72;270595,4777;7042063,614;69,60015824;289,0004842;1841;1851;1951;1960;Søndre gate 16;;;;TRUE;0
74;270590,3751;7042081,389;96,89007253;377,1181441;1841;1851;;1898;Søndre gate 18;;;;TRUE;0
272;270603,2446;7042216,305;98,0119933;284,5638188;1841;1845;2006;2006;Søndre gate 24;fire;;;TRUE;1
57;270645,9848;7042207,045;89,58011654;371,2824841;1841;1851;;1912;Søndre gate 25;;;;TRUE;0
252;270607,0715;7042230,83;84,35866084;252,9205053;1841;1851;;1946;Søndre gate 26;;;;TRUE;0
131;270383,6429;7042183,888;41,67872261;78,80887252;1841;1851;;1900;Taraldsgårdsveita 1;;;;TRUE;0
130;270345,6804;7042162,543;52,1471393;143,9889371;1841;1851;;1896;Taraldsgårdsveita 11;;;two cycles;TRUE;0
208;270337,9564;7042159,408;51,47139247;146,1016214;1841;1851;;1960;Taraldsgårdsveita 13;;;TWO CYCLES ?? check dem date;TRUE;0
145;270326,4958;7042155,24;89,33649904;216,2274467;1841;1851;;1900;Taraldsgårdsveita 15;;;;TRUE;0
27;270368,0908;7042197,027;46,77345594;104,4825203;1841;1851;;1890;Taraldsgårdsveita 2;;;;TRUE;0
25;270374,0201;7042176,746;59,53156167;101,7376273;1841;1851;;1905;Taraldsgårdsveita 3;;;;TRUE;0
32;270360,5431;7042194,526;49,62023746;133,5526154;1841;1851;;1910;Taraldsgårdsveita 4;;;;TRUE;0
26;270366,2564;7042174,157;47,60792691;86,61918197;1841;1851;;1910;Taraldsgårdsveita 5;;;;TRUE;0
33;270361,5484;7042171,556;41,47783719;75,19518018;1841;1851;1971;1980;Taraldsgårdsveita 7;;;;TRUE;0
134;270343,353;7042190,952;62,67616357;159,4159201;1841;1851;;1898;Taraldsgårdsveita 8;;;;TRUE;0
24;270356,851;7042165,111;101,7670206;195,4432463;1841;1851;1982;2004;Taraldsgårdsveita 9;;;;TRUE;0
263;270568,7044;7042034,593;49,89121435;158,3686671;1841;1845;;;Thomas Angells gate 1;;;NOT DEMOLISHED??;FALSE;0
257;270548,0105;7042065,972;61,12876197;223,4156951;1841;1851;1947;1953;Thomas Angells gate 12;;;;TRUE;0
320;270668,8793;7042041,732;56,03364072;166,6556534;1841;1851;1957;1964;Thomas Angells gate 2;;;;TRUE;0
204;270429,9318;7042066,286;76,36157019;342,4369957;1841;1851;1957;1963;Thomas Angells gate 20;;pictures;;TRUE;0
191;270381,8503;7042059,204;46,17182109;129,6514337;1841;1851;1951;1957;Thomas Angells gate 22;;;;TRUE;0
192;270382,2288;7042079,376;65,58741017;139,3919419;1841;1851;1951;1956;Thomas Angells gate 22;;;;TRUE;0
190;270368,8002;7042058,687;47,55504563;99,39205674;1841;1845;;1990;Thomas Angells gate 24;;;;TRUE;0
193;270381,985;7042068,632;50,04873057;154,8234328;1841;1851;1957;1963;Thomas Angells gate 24;;;;TRUE;0
262;270558,4587;7042035,579;47,55544344;136,7804218;1841;1851;;1906;Thomas Angells gate 3;;;;TRUE;0
316;270657,1572;7042040,98;43,31240871;110,4407114;1841;1851;1957;1964;Thomas Angells gate 4;;;;TRUE;0
315;270647,9349;7042049,576;60,54599397;202,420517;1841;1851;1957;1964;Thomas Angells gate 6;;;;TRUE;0
84;270532,6471;7042036,155;55,14826511;188,1118933;1841;1851;;1913;Thomas Angells gate 7;;;;TRUE;0
261;270546,0481;7042035,508;59,60031255;221,6326251;1841;1851;;1913;Thomas Angells gate 7;;;;TRUE;0
75;270630,6411;7042054,6;85,35713242;448,279417;1841;1851;;1913;Thomas Angells gate 8;;;;TRUE;0
275;270526,6162;7042008,004;48,62105704;129,6314184;1841;1845;2004;2005;Thomas Angells gate 9B;;antikvarsik + pictures;FIRE 2002;TRUE;1
152;270428,585;7041997,124;92,5628612;278,8393955;1841;1851;;1890;Vaterlandsveita 3;;;;TRUE;0
40;270707,5076;7042240,587;141,9346523;421,2180629;1841;1851;;1900;;;;;TRUE;0
277;270585,4163;7042005,626;59,78978533;111,7134882;1841;1851;;1959;;;;;TRUE;0
338;270793,1639;7042155,273;54,81512848;137,1175427;1841;1851;;1976;;;;;TRUE;0
